Aircraft,Type_Of_Traveller,Seat_Type,Route,Date_Flown,Seat_Comfort,Cabin_Staff_Service,Food_&_Beverages,Inflight_Entertainment,Ground_Service,Wifi_&_Connectivity,Value_For_Money,Recommended
boeing 777200,Couple Leisure,First Class,London to Newark,April 2017,3.0,4.0,2.0,2.0,4.0,1.0,2,0
a380,Couple Leisure,Economy Class,Singapore to London Heathrow,April 2017,4.0,3.0,2.0,3.0,4.0,1.0,3,0
boeing 777,Solo Leisure,Economy Class,Bangkok to London Heathrow,March 2017,3.0,3.0,1.0,1.0,2.0,1.0,1,0
boeing 7878,Business,Economy Class,London to Seoul,March 2017,1.0,4.0,2.0,3.0,4.0,1.0,2,0
boeing 777300,Business,Business Class,Buenos Aires to London,April 2017,2.0,4.0,3.0,3.0,4.0,1.0,3,0
a319,Business,Economy Class,Stuttgart to London,April 2017,2.0,1.0,1.0,3.0,1.0,1.0,1,0
boeing 777200er,Solo Leisure,Business Class,London LGW to Lima,April 2017,5.0,5.0,4.0,3.0,5.0,1.0,4,1
boeing 777200  747400,Family Leisure,Economy Class,London to Washington,April 2017,3.0,4.0,1.0,3.0,3.0,1.0,3,0
boeing 747400,Family Leisure,Economy Class,London to New York JFK,April 2017,5.0,4.0,1.0,4.0,4.0,1.0,4,1
boeing 747400,Couple Leisure,Economy Class,Stavanger to Las Vegas via London,April 2017,4.0,4.0,3.0,4.0,5.0,1.0,4,1
boeing 747400,Solo Leisure,Economy Class,Los Angeles to London Heathrow,February 2017,1.0,3.0,1.0,2.0,3.0,1.0,1,0
a321,Business,Economy Class,London to Milan,April 2017,4.0,1.0,1.0,3.0,1.0,1.0,1,1
boeing 777,Family Leisure,Business Class,Sofia to Boston via London,April 2017,5.0,5.0,5.0,4.0,5.0,1.0,5,1
b777300er  a320  a380,Couple Leisure,Business Class,Copenhagen to Hong Kong via London,March 2017,5.0,5.0,4.0,5.0,5.0,1.0,5,1
boeing 777,Couple Leisure,Business Class,London Gatwick to San Jose Costa Rica,April 2017,3.0,1.0,1.0,3.0,4.0,1.0,2,0
boeing 747,Business,Premium Economy,San Diego to London,March 2017,1.0,2.0,1.0,1.0,1.0,1.0,1,0
boeing 747400,Business,Business Class,London Heathrow to New York JFK,March 2017,2.0,3.0,1.0,1.0,2.0,1.0,1,0
boeing 767,Couple Leisure,Business Class,Rome to London,April 2017,1.0,4.0,4.0,1.0,1.0,1.0,3,0
boeing 7878,Business,Economy Class,London to New Orleans,April 2017,1.0,3.0,1.0,2.0,2.0,1.0,1,0
a219,Couple Leisure,Business Class,London Heathrow to Brussels,March 2017,3.0,5.0,4.0,3.0,4.0,1.0,3,1
a380,Business,Business Class,Miami to London,March 2017,3.0,5.0,2.0,4.0,4.0,1.0,2,0
boeing 747,Business,Premium Economy,Cape Town to Berlin via London,January 2017,3.0,5.0,1.0,2.0,3.0,1.0,1,0
a320,Couple Leisure,Economy Class,Marrakech to London Gatwick,April 2017,3.0,1.0,1.0,3.0,3.0,1.0,3,0
a320,Business,Economy Class,London Heathrow to Munich,March 2017,3.0,3.0,1.0,1.0,3.0,1.0,3,0
boeing 747,Business,Economy Class,London to New York,March 2017,4.0,2.0,2.0,5.0,3.0,1.0,3,0
a320200,Business,Economy Class,Lisbon to London,March 2017,4.0,3.0,1.0,1.0,2.0,1.0,1,0
boeing 747,Business,Economy Class,Miami to London,January 2017,1.0,3.0,1.0,1.0,1.0,1.0,1,0
a380,Business,Economy Class,London to Los Angeles,March 2017,3.0,1.0,1.0,3.0,3.0,1.0,1,0
a380,Couple Leisure,Premium Economy,London Heathrow to Hong Kong,March 2017,4.0,4.0,1.0,2.0,3.0,1.0,2,0
boeing 777,Couple Leisure,Premium Economy,London to Nairobi,February 2017,4.0,5.0,4.0,3.0,4.0,1.0,4,1
a319,Business,Economy Class,London Heathrow to Edinburgh,March 2017,2.0,5.0,3.0,3.0,2.0,1.0,1,0
boeing 777,Couple Leisure,Business Class,Toronto to Berlin via London,March 2017,1.0,4.0,2.0,2.0,3.0,1.0,1,0
boeing 7879,Couple Leisure,Economy Class,London Heathrow to Dubai,March 2017,4.0,1.0,1.0,3.0,4.0,4.0,1,0
boeing 747400,Solo Leisure,Economy Class,London Heathrow to Johannesburg,March 2017,1.0,3.0,3.0,3.0,3.0,1.0,2,0
a320,Solo Leisure,Business Class,London Heathrow to Innsbruck,March 2017,1.0,4.0,3.0,3.0,2.0,1.0,3,1
boeing 777,Couple Leisure,Economy Class,London to Barbados,March 2017,3.0,3.0,1.0,2.0,3.0,1.0,2,0
boeing 777,Solo Leisure,Economy Class,London Heathrow to Bangkok,February 2017,3.0,2.0,4.0,1.0,4.0,1.0,3,0
boeing 777300,Solo Leisure,Economy Class,Beijing to London,February 2017,4.0,3.0,2.0,2.0,4.0,1.0,3,0
boeing 747400,Couple Leisure,Business Class,San Diego to London,March 2017,4.0,5.0,4.0,4.0,4.0,1.0,4,1
a321,Solo Leisure,Economy Class,London to Toulouse,March 2017,2.0,1.0,1.0,3.0,2.0,1.0,1,0
boeing 777,Business,Business Class,Orlando to London,March 2017,2.0,2.0,3.0,3.0,1.0,1.0,1,0
boeing 7879,Business,Business Class,Newark to London ,March 2017,2.0,3.0,1.0,3.0,4.0,1.0,2,0
boeing 747,Couple Leisure,Economy Class,London to Chicago,February 2017,2.0,3.0,1.0,2.0,2.0,1.0,1,0
a320,Couple Leisure,Economy Class,London Heathrow to Gibraltar,February 2017,3.0,2.0,1.0,3.0,2.0,1.0,3,0
a380a320,Solo Leisure,Economy Class,Singapore to Venice via London,February 2017,3.0,3.0,2.0,2.0,3.0,1.0,3,0
a320,Family Leisure,Economy Class,London to Marrakech,March 2017,3.0,1.0,1.0,3.0,3.0,1.0,1,0
boeing 747400,Couple Leisure,Economy Class,Cape Town to London,March 2017,1.0,3.0,1.0,4.0,4.0,1.0,3,0
boeing 747400  a320321,Solo Leisure,Premium Economy,Kuwait to Edinburgh via London,February 2017,5.0,3.0,2.0,5.0,5.0,1.0,3,0
a321,Couple Leisure,Business Class,London Heathrow to Pisa,March 2017,1.0,4.0,2.0,3.0,1.0,1.0,1,0
boeing 747400,Couple Leisure,Business Class,Cape Town to London,March 2017,5.0,5.0,5.0,4.0,5.0,1.0,4,1
boeing 767,Business,Economy Class,London to Larnaca,February 2017,1.0,2.0,3.0,2.0,2.0,1.0,1,0
boeing 747400,Business,Premium Economy,Chicago to London,February 2017,5.0,5.0,3.0,5.0,4.0,1.0,4,1
boeing 747400,Couple Leisure,Economy Class,Phoenix to London Heathrow,February 2017,1.0,2.0,1.0,1.0,2.0,1.0,1,0
boeing 747400,Business,Business Class,London to Chicago O'Hare,February 2017,5.0,5.0,5.0,4.0,5.0,1.0,5,1
boeing 777,Business,Premium Economy,London to Mumbai,February 2017,2.0,2.0,2.0,1.0,2.0,1.0,3,0
boeing 777,Couple Leisure,Business Class,San Jose to London Gatwick,February 2017,4.0,3.0,1.0,1.0,1.0,1.0,1,0
a380,Solo Leisure,Economy Class,London to Miami,December 2016,4.0,4.0,1.0,5.0,5.0,1.0,5,1
a320,Business,Economy Class,Lisbon to London,February 2017,2.0,2.0,3.0,3.0,3.0,1.0,2,0
a320,Solo Leisure,Economy Class,Berlin to London,January 2017,5.0,5.0,2.0,3.0,5.0,1.0,2,1
a320,Solo Leisure,Economy Class,Istanbul to London,February 2017,3.0,5.0,1.0,1.0,3.0,1.0,2,0
boeing 777200,Business,First Class,London Heathrow to Chicago,February 2017,1.0,1.0,1.0,1.0,3.0,1.0,1,0
boeing 7878  7879,Solo Leisure,Premium Economy,Toronto to London,February 2017,3.0,4.0,2.0,1.0,4.0,1.0,3,0
a319,Business,Economy Class,London Heathrow to Stuttgart,February 2017,1.0,2.0,1.0,3.0,1.0,1.0,1,0
boeing 747400,Couple Leisure,Economy Class,London to Las Vegas,February 2017,4.0,5.0,5.0,4.0,5.0,1.0,5,1
a320,Business,Economy Class,London Heathrow to Rome,February 2017,4.0,1.0,1.0,3.0,5.0,1.0,2,0
embraer 170,Solo Leisure,Economy Class,Edinburgh to London City,February 2017,3.0,3.0,3.0,3.0,1.0,1.0,4,0
boeing 747,Couple Leisure,Economy Class,Accra to London Heathrow,February 2017,2.0,3.0,2.0,3.0,4.0,1.0,3,0
boeing 777,Couple Leisure,Business Class,London Gatwick to Mauritius ,February 2017,4.0,3.0,4.0,4.0,2.0,1.0,3,0
boeing 747400,Solo Leisure,Economy Class,London to Vancouver,February 2017,2.0,5.0,4.0,3.0,4.0,1.0,3,1
a380,Solo Leisure,Economy Class,Washington to London,February 2017,5.0,5.0,4.0,4.0,5.0,1.0,5,1
boeingÂ 777,Business,Economy Class,Bangkok to London,January 2017,1.0,3.0,1.0,1.0,3.0,1.0,1,0
boeing 777,Business,Business Class,London to Hong Kong,February 2017,4.0,4.0,4.0,4.0,4.0,1.0,4,1
a320,Business,Business Class,Paris to London,February 2017,3.0,4.0,3.0,3.0,4.0,1.0,4,1
boeing 747,Business,Premium Economy,Chicago to London Heathrow,February 2017,1.0,1.0,1.0,1.0,1.0,1.0,1,0
boeing 767 a319,Family Leisure,Economy Class,London Heathrow to Rome,February 2017,2.0,2.0,2.0,2.0,4.0,1.0,2,0
a319,Solo Leisure,Economy Class,London to Brussels,February 2017,5.0,5.0,2.0,3.0,5.0,1.0,4,1
boeing 767300 ,Business,Economy Class,London Heathrow to Athens,February 2017,2.0,2.0,1.0,1.0,2.0,1.0,2,0
boeing 777,Business,Business Class,Doha to London Heathrow,February 2017,1.0,1.0,1.0,4.0,3.0,1.0,2,0
a380,Business,Economy Class,Los Angeles to London,February 2017,2.0,1.0,1.0,1.0,2.0,1.0,1,0
a380,Solo Leisure,Business Class,Hong Kong to London,January 2017,4.0,4.0,3.0,3.0,4.0,1.0,5,1
a320,Business,Economy Class,Bordeaux to London Gatwick,January 2017,2.0,3.0,2.0,3.0,5.0,1.0,5,1
a320,Solo Leisure,Economy Class,London Heathrow to Copenhagen,February 2017,3.0,4.0,3.0,3.0,4.0,1.0,3,0
boeing 777,Couple Leisure,Economy Class,London Gatwick to Mauritius,January 2017,4.0,5.0,4.0,4.0,4.0,1.0,4,1
a320,Solo Leisure,Business Class,London Gatwick to Barcelona,January 2017,1.0,1.0,1.0,3.0,1.0,1.0,1,0
a380,Couple Leisure,Economy Class,London to Johannesburg,September 2016,4.0,2.0,1.0,3.0,2.0,1.0,2,0
a320,Business,Economy Class,London to Zurich,January 2017,2.0,1.0,1.0,3.0,2.0,1.0,1,0
a320,Couple Leisure,Economy Class,London to Manchester,August 2016,5.0,5.0,3.0,1.0,5.0,1.0,3,1
boeing 787,Couple Leisure,Business Class,Lisbon to San Jose via London,October 2016,3.0,4.0,4.0,3.0,3.0,1.0,4,1
boeing 747,Solo Leisure,Economy Class,Miami to London,January 2017,2.0,1.0,1.0,1.0,2.0,1.0,1,0
boeing 777200,Family Leisure,Premium Economy,London to JFK,September 2016,2.0,2.0,1.0,1.0,3.0,1.0,2,0
boeing 747400,Business,Economy Class,London to Vancouver,December 2015,2.0,4.0,3.0,2.0,1.0,1.0,2,0
a380,Solo Leisure,Business Class,London to Los Angeles,December 2015,3.0,3.0,2.0,2.0,3.0,1.0,1,0
boeing 777,Couple Leisure,Economy Class,Punta Cana to London,December 2015,3.0,1.0,1.0,1.0,3.0,1.0,2,0
boeing 777200,Couple Leisure,Business Class,London Gatwick to Punta Cana,December 2015,5.0,5.0,5.0,4.0,5.0,1.0,5,1
boeing 747400,Solo Leisure,Economy Class,London to Chicago,November 2015,3.0,3.0,2.0,3.0,3.0,1.0,3,1
boeing 777,Couple Leisure,Business Class,Bangkok to London,November 2015,4.0,2.0,2.0,3.0,3.0,1.0,2,0
boeing 747400,Solo Leisure,Economy Class,London to Vancouver,August 2015,3.0,4.0,5.0,5.0,2.0,1.0,3,1
boeing 777,Couple Leisure,Business Class,London to Luanda,November 2015,1.0,4.0,3.0,3.0,4.0,1.0,3,0
boeing 777300,Couple Leisure,First Class,London to Sydney,November 2015,4.0,5.0,4.0,4.0,5.0,1.0,5,1
boeing 777,Couple Leisure,Business Class,London to Kuala Lumpur,October 2015,4.0,4.0,2.0,3.0,5.0,1.0,3,0
a320,Business,Business Class,Istanbul to London,November 2015,1.0,3.0,1.0,1.0,1.0,1.0,1,0
a320,Solo Leisure,Economy Class,Lisbon to London,November 2015,4.0,5.0,5.0,3.0,4.0,1.0,5,1
boeing 777200,Couple Leisure,Premium Economy,London Heathrow to Bangkok,October 2015,2.0,2.0,3.0,1.0,2.0,2.0,1,0
a321,Business,Economy Class,London Heathrow to Milan Malpensa,October 2015,4.0,5.0,5.0,3.0,4.0,1.0,3,1
boeing 777,Solo Leisure,Premium Economy,Heathrow (London) to JFK (New York City),October 2015,4.0,3.0,4.0,3.0,3.0,1.0,4,1
boeing 787,Couple Leisure,Economy Class,London to Chennai,October 2015,5.0,5.0,5.0,5.0,4.0,5.0,5,1
boeing 747400,Business,Premium Economy,London to Phoenix,October 2015,4.0,5.0,4.0,3.0,3.0,1.0,4,1
boeing 777,Couple Leisure,Economy Class,Orlando to London,October 2015,2.0,1.0,2.0,2.0,4.0,1.0,3,0
b0eing 747400,Business,Economy Class,London to Cape Town,October 2015,1.0,2.0,3.0,2.0,4.0,1.0,1,0
a319,Couple Leisure,Business Class,Pisa to London Gatwick,October 2015,2.0,4.0,2.0,3.0,2.0,1.0,2,0
a380,Couple Leisure,Business Class,London to Los Angeles,October 2015,4.0,5.0,5.0,4.0,4.0,1.0,4,1
a320,Business,Business Class,Athens to London,October 2015,1.0,2.0,2.0,3.0,1.0,1.0,1,0
boeing 747,Business,Premium Economy,Vancouver to London,September 2015,3.0,1.0,2.0,1.0,4.0,1.0,2,0
a319,Solo Leisure,Economy Class,London to Rome,October 2015,3.0,4.0,3.0,3.0,3.0,1.0,3,1
boeing 777200,Solo Leisure,Economy Class,London to Bangkok,April 2015,4.0,4.0,3.0,3.0,3.0,1.0,3,1
boeing 747,Family Leisure,Economy Class,Jersey to MIA via London,April 2015,1.0,4.0,1.0,1.0,3.0,1.0,3,0
boeing 747400,Couple Leisure,Economy Class,Cape Town to London,October 2015,4.0,4.0,4.0,4.0,5.0,1.0,4,1
boeing 747400,Couple Leisure,Economy Class,London to Johannesburg,September 2015,1.0,3.0,1.0,2.0,1.0,1.0,1,0
a320,Business,Business Class,Stockholm to London,September 2015,2.0,3.0,4.0,3.0,5.0,1.0,3,1
boeing 747400,Solo Leisure,Business Class,Vancouver to London,September 2015,3.0,4.0,3.0,1.0,4.0,1.0,2,0
a320,Solo Leisure,Economy Class,Barcelona to London Heathrow,September 2015,4.0,4.0,3.0,3.0,4.0,1.0,5,1
boeing 747400,Couple Leisure,First Class,Boston to London,September 2015,2.0,5.0,2.0,1.0,2.0,1.0,1,0
a319,Couple Leisure,Economy Class,London to St Petersburgh,August 2015,3.0,4.0,4.0,3.0,3.0,1.0,4,1
a380,Couple Leisure,Business Class,Los Angeles to London,September 2015,3.0,4.0,4.0,4.0,4.0,1.0,3,1
a319,Couple Leisure,Business Class,London Heathrow to Basel,August 2015,1.0,4.0,2.0,3.0,1.0,1.0,2,0
a320,Business,Business Class,London Heathrow to Rome FCO,September 2015,5.0,5.0,5.0,3.0,1.0,1.0,1,0
boeing 777,Couple Leisure,First Class,London to Tokyo,March 2015,4.0,2.0,1.0,2.0,1.0,1.0,1,0
a319,Solo Leisure,Business Class,London Heathrow to Venice,August 2015,4.0,4.0,4.0,3.0,4.0,1.0,5,1
a321,Solo Leisure,Economy Class,London to Paris,August 2015,3.0,3.0,3.0,3.0,2.0,1.0,3,1
boeing 747400,Family Leisure,Economy Class,Las Vegas to London Heathrow,August 2015,1.0,1.0,1.0,2.0,3.0,1.0,1,0
a320,Business,Business Class,Athens to London,September 2015,1.0,3.0,2.0,2.0,2.0,1.0,1,0
boeing 747400,Business,Business Class,London to New York JFK,September 2015,2.0,3.0,2.0,2.0,3.0,1.0,2,0
boeing 747400,Business,First Class,London to Dubai,August 2015,1.0,5.0,4.0,3.0,2.0,2.0,2,0
a321,Business,Business Class,London to Brussels,August 2015,2.0,4.0,3.0,1.0,3.0,1.0,3,1
boeing 747400,Family Leisure,Economy Class,Denver to London,August 2015,1.0,1.0,1.0,1.0,1.0,1.0,1,0
boeing 767,Couple Leisure,Economy Class,Calgary to London,August 2015,5.0,5.0,2.0,2.0,4.0,1.0,4,1
boeing 777,Couple Leisure,Business Class,Toronto to London Heathrow,July 2015,3.0,2.0,2.0,2.0,3.0,2.0,2,0
a320,Solo Leisure,Economy Class,Lyon to London Heathrow,July 2015,2.0,1.0,2.0,3.0,1.0,1.0,3,0
a319,Business,Economy Class,London to Geneva,June 2015,2.0,4.0,3.0,3.0,3.0,3.0,3,0
boeing 777300,Couple Leisure,Business Class,London to Kuala lumpur,August 2015,3.0,2.0,2.0,1.0,2.0,1.0,3,0
a319,Couple Leisure,Economy Class,London Heathrow to Toulouse,August 2015,1.0,4.0,2.0,3.0,4.0,1.0,2,0
a320,Solo Leisure,Economy Class,Berlin to London Heathrow,August 2015,3.0,1.0,2.0,3.0,1.0,1.0,2,0
a319,Solo Leisure,Business Class,Bari to London Gatwick,August 2015,4.0,5.0,5.0,3.0,3.0,1.0,4,1
a319,Couple Leisure,Economy Class,London Heathrow to DÃ¼sseldorf,August 2015,4.0,4.0,3.0,3.0,4.0,1.0,4,1
a380,Business,Business Class,Johannesburg to London Heathrow,August 2015,1.0,1.0,3.0,3.0,1.0,1.0,1,0
a320,Family Leisure,Economy Class,Amsterdam to London Heathrow,August 2015,4.0,5.0,5.0,3.0,4.0,1.0,5,1
a320,Family Leisure,Business Class,Marseille to London Heathrow,August 2015,5.0,5.0,5.0,3.0,5.0,1.0,5,1
boeing 767,Couple Leisure,Business Class,London to Nassau,August 2015,1.0,3.0,2.0,3.0,3.0,1.0,1,0
boeing 747400,Family Leisure,Economy Class,Boston to London,April 2015,5.0,5.0,5.0,5.0,5.0,1.0,4,1
boeing 777,Solo Leisure,Business Class,London to Sydney via Singapore,July 2015,1.0,4.0,2.0,3.0,3.0,1.0,2,0
boeing 777,Solo Leisure,First Class,Sydney to London via Singapore,June 2015,1.0,1.0,3.0,3.0,1.0,1.0,1,0
a319,Solo Leisure,Economy Class,Glasgow to London Gatwick,August 2015,4.0,5.0,4.0,3.0,5.0,1.0,5,1
boeing 747400,Business,Business Class,Beijing to London Heathrow,August 2015,2.0,2.0,2.0,3.0,2.0,1.0,1,0
boeing 767,Solo Leisure,Economy Class,London to Larnaca,August 2015,4.0,4.0,4.0,2.0,4.0,1.0,3,1
boeing 747 400,Couple Leisure,Economy Class,Cape Town to London,June 2015,2.0,3.0,2.0,3.0,3.0,1.0,3,1
boeing 747 400,Couple Leisure,Economy Class,London to Cape Town,July 2015,2.0,4.0,3.0,2.0,3.0,1.0,3,1
boeing 777,Business,First Class,Chicago to London,August 2015,2.0,4.0,3.0,3.0,1.0,1.0,1,0
boeing 777,Business,Business Class,Tokyo Narita to London,July 2015,2.0,1.0,1.0,3.0,2.0,1.0,2,0
boeing 777300,Couple Leisure,Economy Class,London to Sydney via Singapore,July 2015,1.0,4.0,4.0,3.0,2.0,1.0,1,0
boeing 747400,Business,Business Class,Cape Town to London,July 2015,2.0,1.0,2.0,2.0,5.0,1.0,1,0
boeing 777,Business,Business Class,London Heathrow to Tokyo,July 2015,1.0,2.0,4.0,4.0,3.0,1.0,4,0
boeing 767,Business,Business Class,Istambul to London Heathrow,July 2015,5.0,5.0,5.0,3.0,5.0,1.0,5,1
boeing 767,Business,Business Class,London Heathrow to Istanbul,July 2015,5.0,5.0,5.0,3.0,5.0,1.0,5,1
a318,Business,Business Class,London to Faro,July 2015,1.0,1.0,2.0,1.0,2.0,1.0,1,0
boeing 777,Couple Leisure,Business Class,Orlando to London,May 2015,5.0,5.0,4.0,4.0,5.0,1.0,5,1
a319,Business,Economy Class,London to Newcastle,July 2015,1.0,3.0,2.0,3.0,4.0,1.0,2,0
boeing 777300,Solo Leisure,Economy Class,London to Singapire,July 2015,2.0,3.0,3.0,4.0,4.0,1.0,4,0
boeing 777200,Family Leisure,Economy Class,London to Kuala Lumpur,July 2015,4.0,4.0,4.0,3.0,4.0,1.0,4,1
boeing 767airbus a320,Solo Leisure,Premium Economy,London Heathrow to Athens,July 2015,4.0,2.0,4.0,3.0,3.0,1.0,3,1
boeing 747400,Solo Leisure,Economy Class,London Heathrow to Bangkok,July 2015,1.0,2.0,3.0,1.0,1.0,1.0,1,0
boeing 747400,Solo Leisure,Business Class,London Heathrow to Chicago O'Hare,June 2015,5.0,5.0,5.0,3.0,5.0,1.0,5,1
boeing 747,Solo Leisure,Business Class,Vancouver Canada to London,July 2015,2.0,3.0,1.0,1.0,3.0,1.0,2,0
a320,Solo Leisure,Business Class,Tel Aviv to London LHR,December 2014,5.0,5.0,5.0,4.0,5.0,1.0,4,1
boeing 747400,Business,Business Class,London to Singapore,July 2015,1.0,5.0,4.0,1.0,1.0,1.0,3,0
a320,Family Leisure,Business Class,Helsinki to London,June 2015,1.0,5.0,5.0,3.0,5.0,1.0,4,1
boeing 747400,Couple Leisure,Premium Economy,Chicago to Paris via London,May 2015,4.0,5.0,4.0,5.0,3.0,4.0,4,1
boeing 767,Business,Business Class,Istanbul to London,July 2015,1.0,4.0,1.0,1.0,3.0,1.0,1,0
boeing 777,Business,Business Class,Bangkok to London,July 2015,2.0,4.0,3.0,2.0,4.0,1.0,3,0
boeing 767,Business,Business Class,London to Istanbul,July 2015,1.0,3.0,2.0,3.0,1.0,1.0,1,0
boeing 747400,Business,Business Class,Singapore to London,July 2015,1.0,3.0,2.0,3.0,2.0,1.0,2,0
b777300  a319,Solo Leisure,Economy Class,Chicago to Berlin via London Heathrow,June 2015,1.0,2.0,1.0,3.0,1.0,1.0,1,0
a380,Solo Leisure,Economy Class,London to Los Angesles,June 2015,4.0,5.0,3.0,5.0,4.0,4.0,5,1
a319,Solo Leisure,Economy Class,London Gatwick to Glasgow,June 2015,5.0,5.0,3.0,3.0,5.0,1.0,4,1
airbus a380,Couple Leisure,Business Class,London to Johannesburg,May 2015,3.0,2.0,2.0,4.0,3.0,1.0,2,0
boeing 737,Couple Leisure,Economy Class,Naples to London Gatwick,June 2015,3.0,4.0,3.0,3.0,1.0,1.0,1,0
a320,Business,Business Class,Geneva to London,May 2015,2.0,5.0,4.0,4.0,4.0,1.0,4,1
b747400  a319,Solo Leisure,Economy Class,Vancouver to Berlin via London,April 2015,1.0,4.0,3.0,3.0,4.0,1.0,2,0
boeing 787,Solo Leisure,Business Class,Seoul to London,June 2015,4.0,3.0,3.0,4.0,3.0,1.0,3,1
airbus 319,Business,Business Class,Kiev to London,Unknown,3.0,5.0,3.0,4.0,3.0,1.0,4,1
boeing 747400,Business,Business Class,London-Vancouver return,Unknown,4.0,5.0,4.0,3.0,3.0,1.0,5,1
